2025-11-07T06:30:03.007179,0.29929190683973433,0,1762497002.681282,,,
2025-11-07T06:30:03.291778,0.29929190683973433,0,1762497002.681598,,,
2025-11-07T06:30:03.396527,0.29929190683973433,0,1762497002.682027,,,
2025-11-07T06:30:03.495988,0.2639103005657412,0,1762497002.693477,,,
2025-11-07T06:30:03.590984,0.35206016712312577,0,1762497002.693615,,,
2025-11-07T06:30:03.695587,0.35206016712312577,0,1762497002.693802,,,
2025-11-07T06:30:03.795754,0.36687370802718366,0,1762497002.693869,,,
2025-11-07T06:30:03.899435,0.2634345683195304,0,1762497002.694132,,,
2025-11-07T06:30:03.998463,0.2745200578205869,0,1762497002.694132,,,
2025-11-07T06:30:04.100530,0.36687370802718366,0,1762497002.694258,,,
2025-11-07T06:30:04.204707,0.36687370802718366,0,1762497002.694294,,,
2025-11-07T06:30:04.301884,0.36687370802718366,0,1762497002.694368,,,
2025-11-07T06:30:04.406349,0.3823103159251778,0,1762497002.69443,,,
2025-11-07T06:30:04.508334,0.36687370802718366,0,1762497002.694528,,,
2025-11-07T06:30:04.610987,0.3823103159251778,0,1762497002.694601,,,
2025-11-07T06:30:04.711059,0.2639103005657412,0,1762497002.697511,,,
2025-11-07T06:30:04.813151,0.2639103005657412,0,1762497002.697511,,,
2025-11-07T06:30:04.919384,0.2639103005657412,0,1762497002.697511,,,
2025-11-07T06:30:05.023419,0.2634345683195304,0,1762497002.699134,,,
2025-11-07T06:30:05.128209,0.2634345683195304,0,1762497002.699134,,,
2025-11-07T06:30:05.231646,0.2634345683195304,0,1762497002.699134,,,
2025-11-07T06:30:05.372365,0.2634345683195304,0,1762497002.699134,,,
2025-11-07T06:30:05.464512,0.2634345683195304,0,1762497002.699134,,,
2025-11-07T06:30:05.570224,0.2634345683195304,0,1762497002.699134,,,
2025-11-07T06:30:05.673269,0.23279179659825677,0,1762497002.701191,,,
2025-11-07T06:30:05.777303,0.35206016712312577,0,1762497002.701362,,,
2025-11-07T06:30:05.880466,0.25279661261339226,0,1762497002.701856,,,
2025-11-07T06:30:05.991032,0.36687370802718366,0,1762497002.701908,,,
2025-11-07T06:30:06.096386,0.25279661261339226,0,1762497002.704951,,,
